counter;start;end;duration in ms
336;104332860898500;104332902815500;41
337;104332902817400;104332944050500;41
338;104332944051800;104332985776200;41
339;104332985777900;104333030012100;44
340;104333030013800;104333071598600;41
341;104333071600200;104333114728300;43
342;104333114730100;104333156320200;41
343;104333156321600;104333197969400;41
344;104333197970800;104333244445000;46
345;104333244446500;104333287117200;42
346;104333287118800;104333328970800;41
347;104333328972400;104333371595000;42
348;104333371596400;104333413085400;41
349;104333413086800;104333455998400;42
350;104333456000300;104333503546500;47
351;104333503548300;104333546362700;42
352;104333546364100;104333589151300;42
353;104333589152700;104333631167700;42
354;104333631169300;104333672847800;41
355;104333672849300;104333717158600;44
356;104333717160300;104333758770500;41
357;104333758771900;104333799915200;41
358;104333799916700;104333841344600;41
359;104333841346200;104333882953100;41
360;104333882954400;104333926469500;43
361;104333926471200;104333968390300;41
362;104333968391800;104334012814600;44
363;104334012819800;104334054291600;41
364;104334054293400;104334095521000;41
365;104334095522800;104334137940000;42
366;104334137942900;104334180138800;42
367;104334180140400;104334224114800;43
368;104334224116400;104334266895200;42
369;104334266897100;104334309920700;43
370;104334309926000;104334352289400;42
371;104334352290900;104334396706000;44
372;104334396707400;104334438061400;41
373;104334438062800;104334485304600;47
374;104334485306100;104334527863500;42
375;104334527864900;104334571450800;43
376;104334571452600;104334615855700;44
377;104334615857600;104334657688900;41
378;104334657690200;104334699280900;41
379;104334699282400;104334742656200;43
380;104334742658200;104334784324200;41
381;104334784325700;104334826994600;42
382;104334826996300;104334867492300;40
383;104334867493900;104334910361200;42
384;104334910362800;104334955098700;44
385;104334955100600;104334998570700;43
386;104334998572800;104335043771700;45
387;104335043773600;104335089145300;45
388;104335089146700;104335129703100;40
389;104335129709000;104335172662100;42
390;104335172664000;104335214168500;41
391;104335214169900;104335255280400;41
392;104335255282000;104335298829000;43
393;104335298830500;104335341124700;42
394;104335341126600;104335383618100;42
395;104335383619700;104335424930600;41
396;104335424932800;104335468546900;43
397;104335468548700;104335514425700;45
398;104335514427500;104335557924500;43
399;104335557926700;104335602318100;44
400;104335602320000;104335657350200;55
401;104335657352100;104335702275500;44
402;104335702277200;104335752257300;49
403;104335752259200;104335795755600;43
404;104335795757200;104335837514400;41
405;104335837515900;104335878240600;40
406;104335878242000;104335920727400;42
407;104335920728900;104335964316900;43
408;104335964318500;104336009932100;45
409;104336009933700;104336052923700;42
410;104336052925600;104336094371200;41
411;104336094374500;104336138156500;43
412;104336138158300;104336178519500;40
413;104336178521800;104336223134700;44
414;104336223136300;104336263478200;40
415;104336263479400;104336304116000;40
416;104336304117600;104336347184100;43
417;104336347185600;104336388180500;40
418;104336388182300;104336432675100;44
419;104336432676500;104336476191300;43
420;104336476193600;104336520798000;44
421;104336520799900;104336563583200;42
422;104336563584900;104336604744500;41
423;104336604746100;104336650943500;46
424;104336650979500;104336691363200;40
425;104336691364500;104336734819200;43
426;104336734820700;104336775951100;41
427;104336775952400;104336815371400;39
428;104336815373100;104336856234600;40
429;104336856236000;104336900926500;44
430;104336900928000;104336942421300;41
431;104336942423000;104336982262000;39
432;104336982263700;104337025390100;43
433;104337025392100;104337067153900;41
434;104337067155400;104337110609500;43
435;104337110610900;104337153809600;43
436;104337153812000;104337199806400;45
437;104337199807800;104337242390500;42
438;104337242392500;104337282843700;40
439;104337282845600;104337326740600;43
440;104337326742300;104337371441900;44
441;104337371443400;104337411632400;40
442;104337411634300;104337453809700;42
443;104337453811400;104337495733900;41
444;104337495735800;104337538610200;42
445;104337538612200;104337583072700;44
446;104337583074300;104337623663800;40
447;104337623665300;104337667374400;43
448;104337667377100;104337716215100;48
449;104337716227800;104337757098500;40
450;104337757100200;104337801745500;44
451;104337801747400;104337843578200;41
